file_name	URI	acousticness	danceability	energy	key	liveness	loudness	mode	speechiness	tempo	valence	instrumentalness
sdBurman/Kishore Kumar, Manna Dey (SD Burman) {Majrooh Sultanpuri} _ Babu Samjho Ishare.mp3	spotify:track:1bJlQgsxhbsmdt1TqutsR6	1	0.728	0.536	7	0.0884	-9.032	1	0.108	123.972	0.843	0
sdBurman/Mohammed Rafi (SD Burman) {Sahir Ludhianvi} _ Yeh Duniya Agar Mil Bhi Jaye To.mp3	spotify:track:126iSnNOjQBhk8fEosNnVD	0	0.788	0.55	0	0.0704	-8.307	0	0.185	90.859	0.955	0
sdBurman/Mohammed Rafi (SD Burman) _ Sar Jo Tera Chakraye.mp3	spotify:track:1wbeFD7ZPdXPw6HHnCVRyZ	1	0.382	0.426	0	0.303	-6.111	1	0.0296	101.167	0.525	0
seafret/Seafret _ Be There.mp3	spotify:track:2eL0BfP66sUvn4NF6qhhXt	0	0.376	0.474	3	0.114	-9.436	0	0.0338	180.196	0.27	4.4E-06
seafret/Seafret _ Breathe.mp3	spotify:track:31Bo96RZ9kXjzQ5e19Ufwg	1	0.572	0.552	7	0.16	-7.447	1	0.0264	89.017	0.123	0.00622
seafret/Seafret _ Fall.mp3	spotify:track:6MsXnbSb7oZjHRJ16R16oL	1	0.534	0.837	1	0.182	-5.215	1	0.0348	173.888	0.558	8.94E-05
seafret/Seafret _ Give Me Something.mp3	spotify:track:1au9q3wiWxIwXTazIjHdfF	1	0.557	0.439	9	0.108	-11.153	1	0.0379	131.667	0.115	0.000331
seafret/Seafret _ Heartless.mp3	spotify:track:57HDQ5i4T8ZPaKTzyHbEnc	1	0.398	0.157	1	0.125	-10.848	1	0.038	161.527	0.223	0
seafret/Seafret _ Missing.mp3	spotify:track:04OwNcF5kB2dM6X43Z9g9t	0	0.427	0.751	1	0.0975	-6.696	0	0.0464	151.963	0.15	0
seafret/Seafret _ Oceans.mp3	spotify:track:5eXnC2B5RU5fAhfwvV2ABD	0	0.372	0.462	9	0.101	-9.1	0	0.0317	129.026	0.176	9.91E-06
seafret/Seafret, Rosie Carnie _ To the Sea.mp3	spotify:track:0i1P19cNsK7EE9dD0sghX4	0	0.555	0.6	6	0.191	-5.939	0	0.038	130.518	0.284	0
seafret/Seafret _ Skimming Stones.mp3	spotify:track:76p3W0Ey6l9qCDkMxx5MpD	1	0.575	0.803	10	0.297	-6.36	1	0.0256	93.971	0.52	0.135
seafret/Seafret _ There's a Light (Audio).mp3	spotify:track:2Ro9FLIVhPwIQopSr48oJT	1	0.587	0.58	6	0.105	-7.867	1	0.0329	131.953	0.193	0.00243
seafret/Seafret _ Wildfire.mp3	spotify:track:6B4sCalDzbzRzK7n9Ojjbc	1	0.635	0.28	1	0.116	-10.104	1	0.0302	117.785	0.32	0
SEL/Arijit Singh, Chinmayi Sripada (Shankar-Ehsaan-Loy) {Amitabh Bhattacharya} _ Mast Magan (slowed   reverb).mp3	spotify:track:3uL1IBFhg52VcQqOwAG01E	1	0.659	0.774	7	0.185	-7.014	1	0.0372	82.995	0.883	0.000333
SEL/Dominique Cerejo (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Ye Tumhari Meri Baatein.mp3	spotify:track:1xaj4bm3GMthtoZHUfepl1	1	0.351	0.552	5	0.112	-7.404	1	0.0273	87.769	0.319	0.000494
SEL/KK, Sukhwinder Singh, Mahalakshmi Iyer (Shankar-Ehsaan Loy) _ Jhoom Barabar Jhoom.mp3	spotify:track:3XbDSic9lWFESnZGeV3zDh	1	0.534	0.752	2	0.347	-5.47	1	0.155	101.025	0.613	0.00017
SEL/Shaan, Vasundhara Das, Loy Mendonsa & Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar _ Where's The Party Tonight.mp3	spotify:track:6ECucSdJeJmSm3k1k3Vumv	0	0.764	0.863	2	0.27	-5.414	0	0.0416	132.021	0.92	0
SEL/Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Breathless.mp3	spotify:track:2IZxoVkMYXvSDZ9bJLKgZM	0	0.362	0.371	6	0.144	-10.48	0	0.0371	112.797	0.0392	0.000525
SEL/Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Dil Chahta Hai.mp3	spotify:track:6rI1VO4SULsVF8StpX7KFa	1	0.634	0.761	2	0.1	-6.734	1	0.029	95.005	0.434	9.9E-05
SEL/Shankar Mahadevan (Shankar – Ehsaan – Loy) {Prasoon Joshi} _ Pyaar Ke Liye.mp3	spotify:track:7Kfx4dFzgOwrKIKYyBRQXE	1	0.295	0.843	6	0.138	-6.461	1	0.233	95.037	0.392	2.4E-06
SEL/Shankar Mahadevan (Shankar-Ehsaan-Loy) _ Taufiq - Rhy-dhun.mp3	spotify:track:3LWvtwgEIzC1wdHiUBoG1v	1	0.719	0.888	11	0.115	-3.964	1	0.0539	99.915	0.54	0
SEL/Shankar Mahadevan, Shreya Ghoshal _ Tere Naina.mp3	spotify:track:2r1CHpKRDdzHGJScn5UqjX	1	0.813	0.554	10	0.0629	-9.105	1	0.04	103.953	0.782	1.23E-06
SEL/Shankar Mahadevan _ Virah.mp3	spotify:track:7u5B4ptccyg8T7NPfByhE7	0	0.758	0.377	6	0.0904	-10.224	0	0.0511	139.932	0.624	7.65E-05
SEL/Shraddhha Kapoor (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Tere Mere Dil.mp3	spotify:track:5y2tgiS8ubMmqkWbATcu9k	1	0.676	0.438	7	0.115	-6.914	1	0.0268	111.976	0.231	2.74E-05
SEL/Udit Narayan, Alka Yagnik (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Jaane Kyun Log Pyaar.mp3	spotify:track:052JXN8f26wYYu23k953PM	0	0.388	0.456	1	0.11	-11.346	0	0.0484	138.076	0.396	7.8E-05
sevenSwans/Sufjan Stevens _ Abraham.mp3	spotify:track:1MAkrBSg1nsFrfcMrQsA5S	1	0.368	0.0299	6	0.111	-20.546	1	0.0695	81.365	0.253	0.49
sevenSwans/Sufjan Stevens _ He Woke Me Up Again.mp3	spotify:track:3hv3JRG8PsznCActhPkV1y	1	0.508	0.449	9	0.105	-8.986	1	0.0286	145.507	0.622	0.00829
sevenSwans/Sufjan Stevens _ In the Devil's Territory.mp3	spotify:track:5lzLedCPBk2A36KQUWEt5P	1	0.611	0.572	9	0.175	-9.196	1	0.031	124.101	0.446	0.705
sevenSwans/Sufjan Stevens _ Seven Swans.mp3	spotify:track:6WgpLUTtNab8s8PnMNiKbM	1	0.576	0.25	2	0.077	-10.747	1	0.0336	94.647	0.16	0.0725
sevenSwans/Sufjan Stevens _ Sister.mp3	spotify:track:2poh1TC5fsV1gAs1sXGSI6	1	0.393	0.348	4	0.138	-9.7	1	0.0261	101.656	0.247	0.245
sevenSwans/Sufjan Stevens _ The Dress Looks Nice On You.mp3	spotify:track:74DrpM6tAWvcMu6Uxko9xb	0	0.697	0.269	5	0.11	-16.422	0	0.0329	127.799	0.781	0.0271
sevenSwans/Sufjan Stevens _ The Transfiguration.mp3	spotify:track:5rLqoGsShUb6JP0V357KJI	1	0.643	0.548	9	0.0684	-8.754	1	0.0315	147.122	0.958	0.101
sevenSwans/Sufjan Stevens _ To be Alone with You.mp3	spotify:track:12homE4JpBey5cckgoepR7	0	0.519	0.163	0	0.115	-18.131	0	0.0489	142.119	0.356	0.751
sevenSwans/Sufjan Stevens _ Waste Of What Your Kids Won't Have.mp3	spotify:track:0W52mGI3XwBjzdcrL70LvN	1	0.648	0.21	3	0.114	-11.004	1	0.0286	95.907	0.394	0.000449
sevenSwans/Sufjan Stevens _ We Won't Need Legs To Stand.mp3	spotify:track:0pCMp3r2mYkMldyvG4HLZK	1	0.401	0.334	2	0.137	-14.306	1	0.0312	149.936	0.375	0.91
shadowNlight/Shadow and Light _ Kahaani.mp3	spotify:track:6z0iNZXZ7xEwjQf6SXDH8P	1	0.627	0.451	2	0.0684	-10.085	1	0.0273	116.963	0.314	0.0011
shadowNlight/Shadow and Light _ Pathjhad.mp3	spotify:track:5yuzt5Ib1KhOCxBLKhaeol	0	0.47	0.383	4	0.0853	-10.277	0	0.0277	149.978	0.15	0.112
shafqat/Shafqat Amanat Ali _ Aankhon Kay Sagar - Coke Studio Pakistan Season 2.mp3	spotify:track:6vwDylCMJ5yP26iG5oXlIC	1	0.381	0.363	4	0.128	-14.204	1	0.0288	101.975	0.229	0.000246
shafqat/Shafqat Amanat Ali _ Khamaj.mp3	spotify:track:33yJbICPApS1o2lJi2w4Rq	1	0.645	0.402	6	0.362	-14.454	1	0.0299	80.056	0.438	1.79E-05
shafqat/Shafqat Amanat Ali (Shankar-Ehsaan-Loy) {Niranjan Iyengar} _ Tere Naina.mp3	spotify:track:1AXQ4ZCUueIfGGEYAdq9Pe	1	0.522	0.74	0	0.144	-7.018	1	0.0465	92.618	0.732	0
shafqat/Shafqat Amanat Ali, Shankar Mahadevan, Caralisa Monteiro (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Mitwa.mp3	spotify:track:4BTPzhEsyW3blWcxcuhLM0	1	0.63	0.63	4	0.0934	-7.525	1	0.0364	107.103	0.517	1.26E-05
shankarJaikishan/Lata Mangeshkar (Shankar Jaikishan) {Shailendra} _ Ajeeb Dastan Hai Yeh.mp3	spotify:track:3LnX1jxfQrkDcXUZ9FuhG0	1	0.408	0.321	11	0.347	-13.383	1	0.0249	101.075	0.398	5.95E-06
shankarJaikishan/Manna Dey, Lata Mangeshkar (Shankar Jaikishan) {Shailendra} _ Pyar Hua Iqrar Hua.mp3	spotify:track:6ZbwJYaHqKdU3j3A44zqX8	1	0.534	0.583	9	0.248	-6.25	1	0.0878	84.915	0.537	3.12E-05
shankarJaikishan/Manna Dey (Shankar Jaikishan) {Shailendra} _ Chalat Musaafir.mp3	spotify:track:3B3MQlP4NPAxE2HEE2sEsS	0	0.444	0.469	6	0.238	-9.624	0	0.0307	126.696	0.862	0.000152
shankarJaikishan/Md Rafi (Shankar Jaikishan) {Hasrat Jaipuri} _ Akle Akle Kahan Ja Rahe Ho.mp3	spotify:track:4gUvDBWbwOmxpDwLJAm1GR	1	0.375	0.716	2	0.349	-5.387	1	0.0577	51.369	0.582	0.000247
shankarJaikishan/Mukesh (Shankar Jaikishan) {Shailendra} _ Awara Hoon.mp3	spotify:track:6khLlTdh8mlWfuTPXpXgWZ	0	0.515	0.553	6	0.111	-5.856	0	0.029	88.389	0.874	0.00341
shankarJaikishan/Mukesh (Shankar Jaikishan) {Shailendra} _ Kisi Ki Muskurahaton Pe.mp3	spotify:track:7GIRHpIlHiMovAwwxYJ0sJ	0	0.701	0.508	0	0.0885	-10.555	0	0.0311	106.903	0.692	0
shantanuMoitro/Papon (Shantanu Moitro) {Ali Hayat} _ Sun Le Re.mp3	spotify:track:4u0bxcT1JcNtLqzazzg543	1	0.561	0.56	2	0.12	-6.03	1	0.0325	120.008	0.212	1.36E-05
shantanuMoitro/Sunidhi Chauhan (Shantanu Moitra) {Swanand Kirkire} _ Kaisi Paheli Zindagani.mp3	spotify:track:2lCjVXsbBB1rOJ5BGbprZ2	1	0.729	0.314	10	0.0718	-13.662	1	0.0629	119.871	0.754	0
shantanuMoitro/Swanand Kirkire (Shantanu Moitro) {Swanand Kirkire} _ Bawra Mann Dekhne Chala Ek Sapna.mp3	spotify:track:1vZjknAf3Q7HSNRG0cgKSG	1	0.452	0.0735	2	0.083	-20.761	1	0.04	104.066	0.276	0
shilpaRao/Shilpa Rao _ Aaye Na Balam.mp3	spotify:track:4iBRrB7Fs0Mrf1evnCaCsJ	0	0.179	0.116	0	0.209	-16.724	0	0.0348	209.408	0.0894	0.00196
shilpaRao/Shilpa Rao (Amit Trivedi) _ Manmarziyan.mp3	spotify:track:3AaZFAO6lmjPYwzI5sbEzt	0	0.634	0.478	6	0.0988	-9.501	0	0.0329	124.995	0.393	0.002
shilpaRao/Shilpa Rao, Anand Bhaskar, Abhijeet Srivastava _ Shaabashiyan.mp3	spotify:track:7t0eRz42o2npqvtdGyOvKJ	1	0.52	0.594	5	0.232	-8.849	1	0.0354	114.058	0.38	0.000116
shilpaRao/Shilpa Rao _ Ankhiyan Nu.mp3	spotify:track:3jnnza8Q4JXoHqUeH7WYOf	0	0.506	0.71	7	0.157	-5.943	0	0.0311	81.05	0.587	3.08E-06
shilpaRao/Shilpa Rao _ Ankhiyan Udeek.mp3	spotify:track:3Gs5E3UTKFyOT3G6pZ8tCS	1	0.374	0.68	7	0.111	-6.168	1	0.037	111.907	0.265	0.00112
shilpaRao/Shilpa Rao _ Challa.mp3	spotify:track:7kR5D9lfPFXTQbO9wxAWXu	1	0.524	0.319	0	0.14	-12.712	1	0.0294	141.683	0.32	0.00139
shilpaRao/Shilpa Rao _ Duma Dum.mp3	spotify:track:7DlnmRXiwKpu0v521GD8qC	0	0.468	0.0942	8	0.11	-15.376	0	0.033	92.878	0.31	0.00204
shilpaRao/Shilpa rao _ Kaise ho Tum.mp3	spotify:track:0CK9b2dEDscskyQ0Xd7L4p	1	0.403	0.52	1	0.0735	-7.658	1	0.0442	169.937	0.77	1.2E-06
shilpaRao/Shilpa Rao _ Latha.mp3	spotify:track:7jVDWqBap4OmokUeCvFZo7	1	0.605	0.336	6	0.129	-11.131	1	0.0261	100.058	0.209	0.000317
shilpaRao/Shilpa Rao _ Yaara Seeli Seeli.mp3	spotify:track:6xUti56djCbCFskDaGu2Hp	1	0.423	0.542	1	0.144	-5.729	1	0.0287	123.904	0.125	1.83E-05
shyamalMitra/Shyamal Mitra _ Ami Cheye Cheye Dekhi.mp3	spotify:track:6mPH1g61AODFsnvellUBqP	1	0.459	0.31	2	0.24	-14.472	1	0.0399	121.257	0.614	0.485
shyamalMitra/Shyamal Mitra _ Dole Dodul Dole Jhulana.mp3	spotify:track:7bERoZrpBcowx7vk8B13j0	1	0.445	0.451	2	0.18	-13.785	1	0.116	107.841	0.646	0.46
shyamalMitra/Shyamal Mitra _ Jhiri Jhiri.mp3	spotify:track:4D67tkvX7x9W9z0521kLbL	1	0.778	0.304	2	0.476	-16.184	1	0.112	124.509	0.699	0.935
sia/Sia _ Alive.mp3	spotify:track:4E3afPSY5fUEelQS9ppL0e	0	0.508	0.762	6	0.108	-4.217	0	0.0489	99.963	0.444	0.000122
sia/Sia _ Big Girls Cry.mp3	spotify:track:75xgoXAGed7jiNDdV8TNOe	1	0.469	0.592	5	0.105	-4.962	1	0.0399	161.996	0.0938	0
sia/Sia _ Breath Me.mp3	spotify:track:5t8oMgQS6cFfQybmyEXzr7	1	0.544	0.63	0	0.0961	-7.523	1	0.0335	120.066	0.202	0.579
sia/Sia _ Cheap Thrills.mp3	spotify:track:27SdWb2rFzO6GWiYDBTD9j	0	0.628	0.698	6	0.0907	-5.608	0	0.105	89.976	0.732	0.00143
sia/Sia _ Unstoppable.mp3	spotify:track:2J2Z1SkXYghSajLibnQHOa	1	0.468	0.779	9	0.101	-4.839	1	0.0779	173.799	0.26	0.000373
sigur/Sigur Rós _ 65º38’27.9”N _ 20º16’56.9”W.mp3	spotify:track:6Unin9mI8pGCXwIqXrsiFP	1	0.136	0.117	9	0.326	-9.714	1	0.0376	172.225	0.0356	0.000175
sigur/Sigur Rós _ Olsen olsen.mp3	spotify:track:0S9w3jx4cO9rSBcGwB16in	1	0.19	0.482	2	0.0926	-11.912	1	0.0469	134.418	0.228	0.798
sigur/Sigur Rós _ Route One.mp3	spotify:track:4BCcG72AhnleIBrarlFqS3	1	0.137	0.362	4	0.131	-13.904	1	0.0408	83.202	0.0342	0.936
sigur/Sigur Rós _ Sæglópur.mp3	spotify:track:2KvIO4ew1TGnz1VfTJk49g	1	0.351	0.609	9	0.386	-9.031	1	0.0418	102.041	0.1	0.803
simplyThree/Simply Three _ Circles - cover.mp3	spotify:track:21jGcNKet2qwijlDFuPiPb	1	0.695	0.762	0	0.0863	-3.497	1	0.0395	120.042	0.553	0.00244
simplyThree/Simply Three _ Heart's Harmony.mp3	spotify:track:250iSr2vX5FEk3GR3yrzsB	0	0.429	0.691	4	0.137	-5.028	0	0.0591	88.048	0.341	0.704
simplyThree/Simply Three _ Latch.mp3	spotify:track:3ZhuujejHPNklyhUizPKy9	1	0.247	0.478	9	0.108	-4.745	1	0.0331	90.979	0.12	0.663
simplyThree/Simply Three _ Maverick.mp3	spotify:track:3AdetW5i20MrOFXp2O5fQL	0	0.337	0.692	11	0.0367	-4.846	0	0.0348	160.045	0.46	0.641
simplyThree/Simply Three _ Rain.mp3	spotify:track:1Jm4XlplpRMfN7LK3e27vM	1	0.26	0.506	2	0.194	-7.092	1	0.0451	159.647	0.333	0.688
simplyThree/Simply Three _ The Factory.mp3	spotify:track:5MmAdjxAIwb26zBw4r7gl4	0	0.618	0.823	3	0.0932	-6.425	0	0.0387	123.948	0.499	0.495
sitarmetal/Estrn Chill, DJ Clipps _ Shish Sitar Beat.mp3	spotify:track:6I8iGfbB1UL7daoSsQ7Kqp	0	0.688	0.681	6	0.118	-11.54	0	0.0375	140.02	0.0421	0.848
sitarmetal/RamageProductions _ Line 6 Sitar Test.mp3	spotify:track:6I8iGfbB1UL7daoSsQ7Kqp	0	0.688	0.681	6	0.118	-11.54	0	0.0375	140.02	0.0421	0.848
sitarmetal/Shri _ Swarg.mp3	spotify:track:6XDfJezwgnCzsGBEQ8hPul	1	0.63	0.424	7	0.633	-10.15	1	0.591	124.295	0.512	0
sitarmetal/Sitar Metal _ Beyond Me Beyond You.mp3	spotify:track:5jaqtn2hVOrpd64CbKQ90w	0	0.228	0.928	10	0.35	-3.922	0	0.0746	154.628	0.282	0.881
sitarmetal/Sitar METAL _ Dreamers We Never Learn.mp3	spotify:track:21DKYXV9JGkAEAZNILlVaz	1	0.243	0.975	8	0.188	-2.838	1	0.102	169.584	0.297	0.634
sitarmetal/Sitar Metal _ False Light.mp3	spotify:track:4DtiZ7zToFJjBRpPno9dKI	1	0.23	0.00557	0	0.112	-21.514	1	0.0351	70.036	0.228	0.924
sitarmetal/Sitar Metal _ I Am the Wake up Call.mp3	spotify:track:40FwJCPTyFvcxsKNNJem1f	1	0.351	0.981	8	0.207	-2.753	1	0.23	155.03	0.135	0.589
sitarmetal/Sitar Metal _ The Awakening Is Here.mp3	spotify:track:30SBnRkF0AhzXwjrS9uaVc	0	0.336	0.126	0	0.13	-21.192	0	0.0348	70.103	0.035	0.929
sitarmetal/Sitar Metal _ True Darkness.mp3	spotify:track:5FnJNhSQAdZrIdInLskQyn	1	0.224	0.0602	0	0.111	-33.292	1	0.0398	138.998	0.192	0.966
sitarmetal/Sitar Metal _ We Will Never Exist.mp3	spotify:track:68AcjQSdkRd6PrOUx9OwW3	1	0.352	0.965	3	0.163	-2.399	1	0.0689	170.122	0.212	0.621
slumdogMillionare/AR Rahman _ Latika's Theme.mp3	spotify:track:3BqlNdN9VMcP5do6Kj1aAf	1	0.158	0.238	4	0.366	-15.16	1	0.0367	90.77	0.0839	0.85
slumdogMillionare/AR Rahman _ Mausam And Escape.mp3	spotify:track:3Y1u8cpO3bzdwDmXcBHJE4	1	0.0927	0.323	5	0.103	-10.139	1	0.0327	87.332	0.0725	0.945
slumdogMillionare/AR Rahman _ Ringa Ringa.mp3	spotify:track:4n8khJokpmS6ick70rY8jK	1	0.775	0.873	7	0.0749	-9.33	1	0.0938	97.405	0.836	0.426
smiths/The Smiths _ Asleep.mp3	spotify:track:7LZgdL0MxiElfaKZbuuE4l	1	0.512	0.255	0	0.146	-15.867	1	0.0291	115.144	0.215	0.532
smiths/The Smiths _ Heaven Knows I'm Miserable Now.mp3	spotify:track:1xaTREM89RbIxkcjlpf4Uw	1	0.609	0.759	6	0.183	-4.862	1	0.0276	114.045	0.774	0
smiths/The Smiths _ This Charming Man.mp3	spotify:track:5fh1ata7hwBoUk8Q1ixNui	1	0.611	0.843	11	0.0784	-5.9	1	0.044	103.909	0.755	0
snowPatrol/Snow Patrol _ If There's A Rocket Tie Me to It.mp3	spotify:track:1hFPsleZGeCjf1PdKxy8PT	1	0.449	0.701	0	0.2	-6.291	1	0.0319	139.944	0.0776	0.000449
snowPatrol/Snow Patrol _ The Lightning Strike.mp3	spotify:track:5RM1b5ARD9VSYE0qnuEHmv	1	0.251	0.642	2	0.114	-7.185	1	0.0403	132.022	0.0697	0.0356
softPop/Dream Note _ Waqt Ki Baatein.mp3	spotify:track:1lIYP8fDGGnp91OMTUnwjV	1	0.555	0.205	4	0.112	-16.452	1	0.0329	145.004	0.216	0.056
softPop/Vayu _ Baatein Karo.mp3	spotify:track:0defKES0cQIsig27CpfPWx	1	0.76	0.551	6	0.154	-7.273	1	0.0273	106.046	0.768	0.000713
softPop/When Chai Met Toast _ Khoj (Passing By).mp3	spotify:track:4QK1qv4mgsfdWmMzp1Z3fx	1	0.58	0.636	2	0.0915	-6.649	1	0.0262	105.037	0.38	0.0313
soundsOfSpace/thedotisblack _ Sound of Neptune.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
soundsOfSpace/thedotisblack _ Sound of Satarn's Rings.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
soundsOfSpace/thedotisblack _ Sound of Saturn.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
soundsOfSpace/thedotisblack _ Sound of Sun.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
soundsOfSpace/thedotisblack _ Sound of Two Black Holes Colliding.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
soundsOfSpace/thedotisblack _ Sound of Uranus V - Miranda.mp3	spotify:track:06KyNuuMOX1ROXRhj787tj	0	0.728	0.563	1	0.179	-8.053	0	0.134	100.017	0.352	0
spn/Jay Gruska _ Bloodlust Theme.mp3	spotify:track:6fhDmYCkbosoSM9PogU8f4	0	0.0795	0.157	9	0.105	-17.688	0	0.0469	175.859	0.035	0.873
spn/Jay Gruska _ Deans Theme (Orchestral Version).mp3	spotify:track:6fhDmYCkbosoSM9PogU8f4	0	0.0795	0.157	9	0.105	-17.688	0	0.0469	175.859	0.035	0.873
spn/Jay Gruska _ Sam Opens Up.mp3	spotify:track:6fhDmYCkbosoSM9PogU8f4	0	0.0795	0.157	9	0.105	-17.688	0	0.0469	175.859	0.035	0.873
spn/Jay Gruska _ Tears In Their Beers.mp3	spotify:track:6fhDmYCkbosoSM9PogU8f4	0	0.0795	0.157	9	0.105	-17.688	0	0.0469	175.859	0.035	0.873
spn/Jay Gruska _ You Changed Me.mp3	spotify:track:1fjA4XnHRagAhp3hUN8lKl	1	0.0864	0.0768	8	0.113	-19.088	1	0.0455	70.642	0.0752	0.96
spn/Kora - tumblr user samdyke _ americanamusicbox.mp3	spotify:track:1fjA4XnHRagAhp3hUN8lKl	1	0.0864	0.0768	8	0.113	-19.088	1	0.0455	70.642	0.0752	0.96
spn/Sila - tumblr user marvells _ you changed me music box.mp3	spotify:track:1fjA4XnHRagAhp3hUN8lKl	1	0.0864	0.0768	8	0.113	-19.088	1	0.0455	70.642	0.0752	0.96
spn/Skyler Williams _ You Changed Me - Castiel's Theme.mp3	spotify:track:1fjA4XnHRagAhp3hUN8lKl	1	0.0864	0.0768	8	0.113	-19.088	1	0.0455	70.642	0.0752	0.96
srikanto/Srikanto Acharya _ Bodhua Amar chokhe Jol eneche.mp3	spotify:track:3BA0jHa9uAmbsQTbYSzaUh	1	0.591	0.741	1	0.385	-4.106	1	0.0293	82.237	0.851	0.0978
srikanto/Srikanto Acharya _ Bristi Tomake Dilam.mp3	spotify:track:4BYSGUhKL1Hy7NxWdiHtDP	0	0.437	0.322	0	0.267	-13.576	0	0.038	89.345	0.414	1.92E-06
steveJobs/Daniel Pemberton _ Change the World.mp3	spotify:track:3fgnBTLgqjsBTRw0GI0swA	0	0.671	0.362	5	0.0743	-13.818	0	0.0502	90	0.462	0.909
steveJobs/Daniel Pemberton _ I Wrote Ticket To Ride.mp3	spotify:track:1kbUHhskvvN6G1lbAuQLdO	0	0.0151	0.0325	9	0.102	-39.503	0	0.0599	199.721	0.0282	0.966
steveJobs/Daniel Pemberton _ Revenge.mp3	spotify:track:3TZNQavZuV1oWLbaWAYvZ2	0	0.11	0.231	0	0.114	-15.335	0	0.0368	77.103	0.0861	0.914
steveJobs/Daniel Pemberton _ SOHN Lessons.mp3	spotify:track:4g4OWGH9Ot5ADifs7ikCMl	0	0.384	0.716	7	0.118	-10.416	0	0.0431	79.693	0.433	0.133
steveJobs/Daniel Pemberton _ The Skylab Plan.mp3	spotify:track:4canjtEMpiOJ9Fccb5FnI4	1	0.526	0.492	0	0.0762	-11.677	1	0.0324	90.006	0.199	0.862
stiborg/Stiborg _ The Overwhelming Presence of Life.mp3	spotify:track:6EpP8G99WOH3fVlclyeGsx	0	0.525	0.491	1	0.105	-11.877	0	0.149	80.036	0.285	0.873
stiborg/Striborg _ Penance Stare.mp3	spotify:track:6rE16t0URzxDtaalV3uaNX	1	0.74	0.426	2	0.102	-12.803	1	0.0881	99.995	0.306	0.356
stiborg/Striborg _ Trapped in a Void of the Night.mp3	spotify:track:2SwsfFAyGh8aphnaztgNLm	1	0.463	0.469	1	0.101	-8.538	1	0.0281	80.035	0.122	0.196
string/Beyond The Guitar {Hans Zimmer} _ Time - cover.mp3	spotify:track:6ZFbXIJkuI1dVNWvzJzown	1	0.221	0.0879	7	0.0869	-16.996	1	0.0381	126.622	0.0401	0.698
string/Daniel Jang (Yiruma) _ River Flows In You -  cover.mp3	spotify:track:2agBDIr9MYDUducQPC1sFU	1	0.315	0.22	9	0.0802	-21.343	1	0.0514	145.195	0.116	0.943
string/Donovan M Jones _ Murdering a CLassic.mp3	spotify:track:6ZFbXIJkuI1dVNWvzJzown	1	0.221	0.0879	7	0.0869	-16.996	1	0.0381	126.622	0.0401	0.698
string/DSharp (The Carters) _ Apeshit.mp3	spotify:track:62GXGpd73vslqIBHq8XqOx	1	0.706	0.785	2	0.164	-6.475	1	0.271	160.033	0.377	0
string/Eddie van der Meer (Tōru  Kitajima) _ Unravel.mp3	spotify:track:6VP0ffrPisdKDBvd3ptp5f	0	0.334	0.619	7	0.282	-6.193	0	0.0307	133.405	0.308	0.728
string/Lukáš Kmiť _ Nokia Call.mp3	spotify:track:0shDUMzwbk5p25ERRIczgC	1	0.475	0.938	2	0.163	-9.794	1	0.0335	101.265	0.709	0.528
string/Mamadou Diabate _ Jamanadiara.mp3	spotify:track:4zRQIDeIkbUe1XnStlpaOd	0	0.619	0.4	2	0.0592	-12.091	0	0.0542	119.541	0.652	0.862
string/Marco Cirillo _ Quiet Place.mp3	spotify:track:1eQdnBBADKQ1D47FBLdc5O	1	0.579	0.188	7	0.103	-17.989	1	0.0375	59.966	0.283	0.748
string/Nilanjana Ghosh Dastidar (Javed Bashir) _ Piya tu kaahe rootha re - cover.mp3	spotify:track:6qvExI5SeKA9uH0XsUPpc4	1	0.712	0.798	10	0.173	-6.207	1	0.0475	121.016	0.497	0
string/Rob Scallon _ Theorbo Metal.mp3	spotify:track:4mwO0UUKKqM5hRaY70a5gK	1	0.64	0.762	4	0.108	-7.468	1	0.05	104.999	0.168	0.868
strings/Bilal Maqsood, Faisal Kapadia _ Kahani Mohabbat Ki.mp3	spotify:track:458j0SwnI4VV5EuycU9meO	0	0.311	0.223	9	0.115	-20.38	0	0.0549	151.734	0.22	0.907
